ID,Source,Source Approach,Source Type,Clause,Class,Datapoint,Aligned Datapoint,Impact Category,Impact Subcategory,Applies To,Asset,Asset Level,Datapoint Type,Requirement Type,Generally Needed,Impact Type,Indicator,Information Container,Asset Type,
3079,Levels,Top-down,Regulation,UM3 Indicator 2.4,Data point,Tier 3 building element,Element Classification,Asset Integrity,,Tier 3 building element,,Element,Quantitative,Representation,,,,,,
3080,Levels,Top-down,Regulation,UM3 Indicator 2.4,Data point,Value (EUR),Product Cost,Asset Integrity,,,,Product,Quantitative,Representation,,,,,,
3081,Levels,Top-down,Regulation,UM3 Indicator 2.2,Data point,Estimated over ordering (OO) rate (%),-,Asset Integrity,,,,Building,,,,,Waste Mangement,,,
3082,Levels,Top-down,Regulation,UM3 Indicator 2.2,Data point,Estimated quantity (define unit),Product Quantity,Asset Integrity,,Quantity - Estimated,,Product,Quantitative,Representation,,,Waste Mangement,,,
3083,Levels,Top-down,Regulation,UM3 Indicator 2.2,Data point,Estimated quantity (kg),Product Mass,Circular Economy,Waste Management,Mass - Estimated,,Product,Quantitative,Representation,,,Waste Mangement,,,
3084,Levels,Top-down,Regulation,UM3 Indicator 2.2,Data point,Estimated wastage (CW) rate (%),-,Asset Integrity,,,,Building,,,,,Waste Mangement,,,
3085,Levels,Top-down,Regulation,UM3 Indicator 2.2,Data point,Conversion factor assumed,Conversion factor (kg/unit),Circular Economy,Waste Management,,,Product,Quantitative,Representation,,,Waste Mangement,,,
3086,Levels,Top-down,Regulation,UM3 Indicator 2.2,Data point,Date (and ID) of waste/material activity,Actvity ID,Circular Economy,Waste Management,Date (and ID) of waste/material activity,,Project,Quantitative,Evidence,,,Waste Mangement,,,
3087,Levels,Top-down,Regulation,UM3 Indicator 2.2,Data point,Estimated CW - wastage is the CW (kg),Material Mass,Circular Economy,Waste Management,Wastage - Estimated,,Product,Quantitative,Representation,,,Waste Mangement,,,
3088,Levels,Top-down,Regulation,UM3 Indicator 2.2,Data point,List of waste code,Waste ID,Asset Integrity,,List of waste code,,Waste,Quantitative,Representation,,,Waste Mangement,,,
3089,Levels,Top-down,Regulation,UM3 Indicator 2.2,Data point,Nature of waste,Waste Description,Asset Integrity,,Nature of waste,,Waste,Quantitative,Representation,,,Waste Mangement,,,
3090,Levels,Top-down,Regulation,UM3 Indicator 2.2,Data point,Notes,Waste Description,Asset Integrity,,,,Waste,Quantitative,Representation,,,Waste Mangement,,,
3091,Levels,Top-down,Regulation,UM3 Indicator 2.2,Data point,"Optional ""cost"" of OO - over odering is the OO",Element Cost,Circular Economy,Waste Management,Over odering ,,Element,Quantitative,Representation,,,,,,
3092,Levels,Top-down,Regulation,UM3 Indicator 2.2,Data point,"Optional: ""cost"" of CW",Element Cost,Circular Economy,Waste Management,Construction Waste,,Element,Quantitative,Representation,,,,,,
3093,Levels,Top-down,Regulation,UM3 Indicator 2.2,Data point,Nature of waste,Waste Description,Asset Integrity,,,,Waste,Quantitative,Representation,,,,,,
3094,Levels,Top-down,Regulation,UM3 Indicator 2.4,Data point,(Tier 4) Further explanation of entry (optional),Expected Asset Lifetime,Asset Integrity,,Mean time between failure,,Product,Quantitative,Representation,,,,,,
3095,Levels,Top-down,Regulation,UM3 Indicator 2.2,Data point,Probable outcome for CW,Waste Outcome,Circular Economy,Waste Management,Probable outcome for CW,,Waste,Quantitative,Representation,,,,,,
3096,Levels,Top-down,Regulation,UM3 Indicator 2.2,Data point,Probable outcome for OO,Waste Outcome,Circular Economy,Waste Management,Probable outcome for OO,,Waste,Quantitative,Representation,,,,,,
3097,Levels,Top-down,Regulation,UM3 Indicator 2.4,Data point,Quantity (kg),Product Quantity,Asset Integrity,,Quantity (kg),,Product,Quantitative,Representation,,,,,,
3098,Levels,Top-down,Regulation,UM3 Indicator 2.2,Data point,List of waste code,Waste ID,Asset Integrity,,,,Waste,Quantitative,Representation,,,,,,
3099,Levels,Top-down,Regulation,UM3 Indicator 2.2,Data point,Best outcome for CW,Waste Outcome,Circular Economy,Waste Management,Best outcome for CW,,Waste,Quantitative,Representation,,,,,,
3100,Levels,Top-down,Regulation,UM3 Indicator 2.2,Data point,Best outcome for OO,Waste Outcome,Circular Economy,Waste Management,Best outcome for OO,,Waste,Quantitative,Representation,,,,,,
3101,UK NZ Carbon,Top-down,Regulation,,Data point,Life cycle embodied carbon [kgCO2e/m2 GIA],Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(A-D) Whole Life Cycle,,Building,Quantitative,Evidence,-,,Carbon footprint,,,
3102,UK NZ Carbon,Top-down,Regulation,,Data point,Link to Embodied Carbon Factor (ECF) source,Embodied Carbon Factor (ECF) ID,Climate Health,Carbon Footprint,,,Product,Quantitative,Evidence,-,,Carbon footprint,,,
3103,UK NZ Carbon,Top-down,Regulation,,Data point,"Upfront carbon, Cat B only [kgCO2e/m2 GIA]",Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(B1-B6) Operational ,,Building,Quantitative,Evidence,-,,Carbon footprint,,,
3104,UK NZ Carbon,Top-down,Regulation,,Data point,"Upfront carbon, generic material specifications [kgCO2e/m2 GIA]",Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(A1-A5) Upfront Embodied Carbon ,,Element,Quantitative,Evidence,-,,Carbon footprint,,,
3105,UK NZ Carbon,Top-down,Regulation,,Data point,"Upfront carbon, Cat A only [kgCO2e/m2 GIA]",Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(A1-A5) Upfront Embodied Carbon ,,Element,Quantitative,Evidence,-,,Carbon footprint,,,
3106,UK NZ Carbon,Top-down,Regulation,,Data point,"Peak energy delivered to the building, space cooling [W/m2 GIA] ",Energy Delivered/Space,Climate Health,Energy,"Peak energy delivered to the building, space cooling [W/m2 GIA] ",,Building,Calculated,Representation,-,,Carbon footprint,,,
3107,UK NZ Carbon,Top-down,Regulation,,Data point,"Peak energy delivered to the building, space heating [W/m2 GIA] ",Energy Delivered/Space,Climate Health,Energy,"Peak energy delivered to the building, space heating [W/m2 GIA] ",,Building,Calculated,Representation,-,,Carbon footprint,,,
3108,UK NZ Carbon,Top-down,Regulation,,Data point,Is the building single sector or mixed-use?,Building Typology,Asset Integrity,,Is the building single sector or mixed-use?,,Building,Quantitative,Representation,-,,Building Characteristics,,,
3109,UK NZ Carbon,Top-down,Regulation,,Data point,Technological Representativeness: Product specificity,Measures are in place,Climate Health,Carbon Footprint,Technological Representativeness: Product specificity,,Project,Quantitative,Evidence,-,,Carbon footprint,,,
3110,UK NZ Carbon,Top-down,Regulation,,Data point,Technological Representativeness: Technology,Measures are in place,Climate Health,Carbon Footprint,Technological Representativeness: Technology,,Project,Quantitative,Evidence,-,,Carbon footprint,,,
3111,UK NZ Carbon,Top-down,Regulation,,Data point,Which on-site source(s) of renewable electricity is/are present in the building?,Energy Consumption,Climate Health,Energy,,,Product,Quantitative,Evidence,-,,Energy Production,,,
3112,UK NZ Carbon,Top-down,Regulation,,Data point,Total electricity generated by onsite source [kWh],Energy Consumption,Climate Health,Energy,,,Product,Quantitative,Evidence,-,,Energy Production,,,
3113,UK NZ Carbon,Top-down,Regulation,,Data point,Operational water use [m3],Water Consumption,Ecosystem Health,Water Footprint,Operational water use [m3],,Building,Quantitative,Evidence,-,,Water Management,,,
3114,UK NZ Carbon,Top-down,Regulation,,Data point,Total annual on-site renewable electricity generation [kWh/yea,Energy Consumption,Climate Health,Energy,,,Product,Quantitative,Evidence,-,,Energy Consumption,,,
3115,UK NZ Carbon,Top-down,Regulation,,Data point,Data aspect: Granularity,-,Asset Integrity,,,,Building,,,-,,Carbon footprint,,,
3116,UK NZ Carbon,Top-down,Regulation,,Data point,A1-A3 - Prodcut stage (exc sequestered carbon),Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(A1-A3) Product Stage,,Product,Quantitative,Evidence,-,,Carbon footprint,,,
3117,UK NZ Carbon,Top-down,Regulation,,Data point,A1-A3 - Sequestered carbon within installed materials/ products,Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(A1-A3) Product Stage,,Product,Quantitative,Evidence,-,,Carbon footprint,,,
3118,UK NZ Carbon,Top-down,Regulation,,Data point,A4 - Transport to and from site,Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(A4) Transport to Construction Site,,Material,Quantitative,Evidence,-,,Carbon footprint,,,
3119,UK NZ Carbon,Top-down,Regulation,,Data point,A5.1 - Pre-construction demolition including waste and waste management of those activities,Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(A5) Construction/ Installation Process,,Element,Quantitative,Evidence,-,,Carbon footprint,,,
3120,UK NZ Carbon,Top-down,Regulation,,Data point,A5.2 Consturtion activities,Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(A5) Construction/ Installation Process,,Element,Quantitative,Evidence,-,,Carbon footprint,,,
3121,UK NZ Carbon,Top-down,Regulation,,Data point,A5.3 - Waste and waste management,Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(A5) Construction/ Installation Process,,Element,Quantitative,Evidence,-,,Carbon footprint,,,
3122,UK NZ Carbon,Top-down,Regulation,,Data point,Percentage of element that was retained,% by mass,Asset Integrity,,Percentage of element that was retained,,Element,Quantitative,Representation,-,,Building Characteristics,,,
3123,UK NZ Carbon,Top-down,Regulation,,Data point,Has work been carried out to this element?,% by mass,Asset Integrity,,Percentage of element that was retained,,Element,Quantitative,Representation,-,,Building Characteristics,,,
3124,UK NZ Carbon,Top-down,Regulation,,Data point,Functional Unit (FU),Functional Unit (FU),Ecosystem Health,Lifecycle Enviromental,,,Product,Quantitative,Evidence,-,,Carbon footprint,,,
3125,UK NZ Carbon,Top-down,Regulation,,Data point,Unique identifier of the Embodied Carbon Factor (ECF) source ,Embodied Carbon Factor (ECF) ID,Climate Health,Carbon Footprint,,,Product,Quantitative,Evidence,-,,Carbon footprint,,,
3126,UK NZ Carbon,Top-down,Regulation,,Data point,Carbon emission factor used [kgCO2e/m3],Embodied Carbon Factor (ECF) ID,Climate Health,Carbon Footprint,Carbon emission factor used [kgCO2e/m3],,Building,Quantitative,Representation,-,,Water Management,,,
3127,UK NZ Carbon,Top-down,Regulation,,Data point,Building Name,Building Name,Asset Integrity,,,,Building,Quantitative,Representation,-,,Building Characteristics,,,
3128,UK NZ Carbon,Top-down,Regulation,,Data point,Cooling type - Primary,Building Systems,Asset Integrity,,Cooling type - Primary,,Building,Quantitative,Representation,-,,Carbon footprint,,,
3129,UK NZ Carbon,Top-down,Regulation,,Data point,Cooling type - Secondary,Building Systems,Asset Integrity,,Cooling type - Secondary,,Building,Quantitative,Representation,-,,Carbon footprint,,,
3130,UK NZ Carbon,Top-down,Regulation,,Data point,"D1 - Potential net benefits/loads from reuse, recycling, energy recovery and/ or other recovery",Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(D) Benefits and Loads Beyond System Boundary,,Element,Quantitative,Evidence,-,,Carbon footprint,,,
3131,UK NZ Carbon,Top-down,Regulation,,Data point,Carbon emissions associated with heat/coolth supplied [kgCO2e/yr],Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(A-D) Whole Life Cycle,,Building,Quantitative,Evidence,-,,Carbon footprint,,,
3132,UK NZ Carbon,Top-down,Regulation,,Data point,Description of work,Project Description,Asset Integrity,,Renovation Activity,,Project,Quantitative,Representation,-,,Building Characteristics,,,
3133,UK NZ Carbon,Top-down,Regulation,,Data point,Emissions from operational water use [kgCO2e],,Ecosystem Health,Water Footprint,(B7) Operational Water Use,,Building,Quantitative,Evidence,-,,Water Management,,,
3134,UK NZ Carbon,Top-down,Regulation,,Data point,Carbon Data Confidence Score,Carbon Data Confidence Score,Climate Health,Carbon Footprint,Carbon Data Confidence Score,,Element,Quantitative,Evidence,-,,Carbon footprint,,,
3135,UK NZ Carbon,Top-down,Regulation,,Data point,B 1.1 - In use emissions and removals (carbonation and materials),Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(B1) In Use,,Building,Quantitative,Evidence,-,,Carbon footprint,,,
3136,UK NZ Carbon,Top-down,Regulation,,Data point,B1.2 - Fugitive emissions (refrigerants),Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(B1) In Use,,Building,Quantitative,Evidence,-,,Carbon footprint,,,
3137,UK NZ Carbon,Top-down,Regulation,,Data point,B2-B3 - Maintenace and repair,Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(B2) Maintenance,,Element,Quantitative,Evidence,-,,Carbon footprint,,,
3137,UK NZ Carbon,Top-down,Regulation,,Data point,B2-B3 - Maintenace and repair,Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(B3) Repair,,Element,Quantitative,Evidence,,,,,,
3138,UK NZ Carbon,Top-down,Regulation,,Data point,B4 - Replacement,Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(B4) Replacement,,Element,Quantitative,Evidence,-,,Carbon footprint,,,
3139,UK NZ Carbon,Top-down,Regulation,,Data point,Type of Embodied Carbon Factor (ECF),Embodied Carbon Factor (ECF) ID,Climate Health,Carbon Footprint,,,Product,Quantitative,Evidence,-,,Carbon footprint,,,
3140,UK NZ Carbon,Top-down,Regulation,,Data point,Energy use intensity (EUI) per m2 GIA per year [kWh/m2 GIA/year],Energy Consumption,Climate Health,Energy,,,Product,Quantitative,Evidence,-,,Energy Consumption,,,
3141,UK NZ Carbon,Top-down,Regulation,,Data point,Peak power [kWp],Energy Consumption,Climate Health,Energy,,,Product,Quantitative,Evidence,-,,Energy Production,,,
3142,UK NZ Carbon,Top-down,Regulation,,Data point,Geographical Representativeness,Measures are in place,Climate Health,Carbon Footprint,Geographical Representativeness,,Project,Quantitative,Evidence,-,,Carbon footprint,,,
3143,UK NZ Carbon,Top-down,Regulation,,Data point,Quantities uncertainty factor Carbon data uncertainty factor ,Measures are in place,Climate Health,Carbon Footprint,Quantities uncertainty factor Carbon data uncertainty factor ,,Project,Quantitative,Evidence,-,,Carbon footprint,,,
3144,UK NZ Carbon,Top-down,Regulation,,Data point,Quantities uncertainty level,Measures are in place,Climate Health,Carbon Footprint,Quantities uncertainty level,,Project,Quantitative,Evidence,-,,Carbon footprint,,,
3145,UK NZ Carbon,Top-down,Regulation,,Data point,Number of storeys above ground,Number of Floors,Asset Integrity,,above ground,,Zone,Quantitative,Representation,-,,Building Characteristics,,,
3146,UK NZ Carbon,Top-down,Regulation,,Data point,Number of storeys below ground,Number of Floors,Asset Integrity,,below ground,,Zone,Quantitative,Representation,-,,Building Characteristics,,,
3147,UK NZ Carbon,Top-down,Regulation,,Data point,is it a listed building?,Building Description,Asset Integrity,,is it a listed building?,,Building,Binary,Verification,-,,Building Characteristics,,,
3148,UK NZ Carbon,Top-down,Regulation,,Data point,Building Surrondings,Building Accessibility Index,Asset Integrity,,Building Surrondings,,Building,Quantitative,Representation,-,,Building Characteristics,,,
3149,UK NZ Carbon,Top-down,Regulation,,Data point,Does the building include systems that use refrigerants? (refrigeration equipment  used in an industrial process is excluded),Measures are in place,Climate Health,Carbon Footprint,Does the building include systems that use refrigerants? (refrigeration equipment  used in an industrial process is excluded),,Project,Quantitative,Evidence,-,,Carbon footprint,,,
3150,UK NZ Carbon,Top-down,Regulation,,Data point,C1 - Deconstruction/demolition proces,Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(C1) Deconstruction/ Demolition,,Building,Quantitative,Evidence,-,,Carbon footprint,,,
3151,UK NZ Carbon,Top-down,Regulation,,Data point,C2 - Transport to waste processing or disposal facilities,Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(C2) Transport of Waste,,Building,Quantitative,Evidence,-,,Carbon footprint,,,
3152,UK NZ Carbon,Top-down,Regulation,,Data point,"C3 - Wasste processing for reuse, recycling and/or energy recovery",Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(C3) Processing of Waste,,Building,Quantitative,Evidence,-,,Carbon footprint,,,
3153,UK NZ Carbon,Top-down,Regulation,,Data point,C4 - Waster Disposal,Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(C4) Transport to Construction Site,,Building,Quantitative,Evidence,-,,Carbon footprint,,,
3154,UK NZ Carbon,Top-down,Regulation,,Data point,Heating type - Primary,Building Systems,Asset Integrity,,Heating type - Primary,,Building,Quantitative,Representation,-,,Carbon footprint,,,
3155,UK NZ Carbon,Top-down,Regulation,,Data point,Heating type - Secondary,Building Systems,Asset Integrity,,Heating type - Secondary,,Building,Quantitative,Representation,-,,Carbon footprint,,,
3156,UK NZ Carbon,Top-down,Regulation,,Data point,Average floor-to-floor height [m],Floor height,Asset Integrity,,,,Zone,Quantitative,Representation,-,,Building Characteristics,,,
3157,UK NZ Carbon,Top-down,Regulation,,Data point,Specify source of carbon emission factor,Embodied Carbon Factor (ECF) ID,Climate Health,Carbon Footprint,Specify source of carbon emission factor,,Building,Quantitative,Representation,-,,Water Management,,,
3158,UK NZ Carbon,Top-down,Regulation,,Data point,Material / product name,Product Name,Asset Integrity,,,,Product,Quantitative,Representation,-,,Carbon footprint,,,
3159,UK NZ Carbon,Top-down,Regulation,,Data point,Material / product quantity [in number of FUs],Product Quantity,Asset Integrity,,,,Product,Quantitative,Representation,-,,Carbon footprint,,,
3160,UK NZ Carbon,Top-down,Regulation,,Data point,Material / product type,Product Type,Asset Integrity,,,,Product,Quantitative,Representation,-,,Carbon footprint,,,
3161,UK NZ Carbon,Top-down,Regulation,,Data point,What is the main source of the material quantities? ,Product Source,Asset Integrity,,What is the main source of the material quantities? ,,Product,Quantitative,Representation,-,,Carbon footprint,,,
3162,UK NZ Carbon,Top-down,Regulation,,Data point,Ventilation type - Primary,Building Systems,Asset Integrity,,Ventilation type - Primary,,Building,Quantitative,Representation,-,,Carbon footprint,,,
3163,UK NZ Carbon,Top-down,Regulation,,Data point,Ventilation type - Secondary,Building Systems,Asset Integrity,,Ventilation type - Secondary,,Building,Quantitative,Representation,-,,Carbon footprint,,,
3164,UK NZ Carbon,Top-down,Regulation,,Data point,Annual space cooling delivered to the building [kWh/m2 GIA/year],Energy Delivered/Space,Climate Health,Energy,[kWh/m2 GIA/year] -  Annual space cooling delivered to the building ,,Project,Calculated,Evidence,-,,Carbon footprint,,,
3165,UK NZ Carbon,Top-down,Regulation,,Data point,Annual space heating delivered to the building [kWh/m2 GIA/year],Energy Delivered/Space,Climate Health,Energy,[kWh/m2 GIA/year],,Project,Calculated,Evidence,-,,Carbon footprint,,,
3166,UK NZ Carbon,Top-down,Regulation,,Data point,Overall Net Internal Area (NIA) [m2],Floor Area (Usable),Asset Integrity,,Overall Net Internal Area (NIA) [m2],,Zone,Quantitative,Representation,-,,Carbon footprint,,,
3167,UK NZ Carbon,Top-down,Regulation,,Data point,"Total Life Cycle Embodied Carbon (modules A1–A5, B1–B5, C1–C4) in kgCO2eq",Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(A-D) Whole Life Cycle,,Building,Quantitative,Evidence,-,,Carbon footprint,,,
3168,UK NZ Carbon,Top-down,Regulation,,Data point,Building Owner,Building Owner,Asset Integrity,,,,Building,Quantitative,Representation,-,,Building Characteristics,,,
3169,UK NZ Carbon,Top-down,Regulation,,Data point,Building Year of Construction,Date of Built,Asset Integrity,,,,Building,Quantitative,Representation,-,,Building Characteristics,,,
3170,UK NZ Carbon,Top-down,Regulation,,Data point,Building Primary Use,Building Typology,Asset Integrity,,Building Primary Use,,Building,Quantitative,Representation,-,,Building Characteristics,,,
3171,UK NZ Carbon,Top-down,Regulation,,Data point,Overall Gross Internal Area (GIA) [m2],Floor Area (Gross Internal),Asset Integrity,,Overall Gross Internal Area (GIA) [m2],,Zone,Quantitative,Representation,-,,Building Characteristics,,,
3172,UK NZ Carbon,Top-down,Regulation,,Data point,Source of material quantity information,Product Source,Asset Integrity,,,,Product,Quantitative,Representation,-,,Carbon footprint,,,
3173,UK NZ Carbon,Top-down,Regulation,,Data point,Building Description,Building Description,Asset Integrity,,,,Building,Quantitative,Representation,-,,Building Characteristics,,,
3174,UK NZ Carbon,Top-down,Regulation,,Data point,Grid supplied electricity,Energy Consumption,Climate Health,Energy,,,Product,Quantitative,Evidence,-,,Energy Consumption,,,
3175,UK NZ Carbon,Top-down,Regulation,,Data point,Grid supplied natural gas ,Energy Consumption,Climate Health,Energy,,,Product,Quantitative,Evidence,-,,Energy Consumption,,,
3176,UK NZ Carbon,Top-down,Regulation,,Data point,Grid supplied thermal energy,Energy Consumption,Climate Health,Energy,,,Product,Quantitative,Evidence,-,,Energy Consumption,,,
3177,UK NZ Carbon,Top-down,Regulation,,Data point,Building footprint [m2],Bluilding Footprint,Asset Integrity,,m2,,Building,Quantitative,Representation,-,,Building Characteristics,,,
3178,UK NZ Carbon,Top-down,Regulation,,Data point,Site area [m2],Site Area,Asset Integrity,,Site area,,Site,Quantitative,Representation,-,,Site Characteristics,,,
3179,UK NZ Carbon,Top-down,Regulation,,Data point,Building Location,Building Location,Asset Integrity,,,,Building,Quantitative,Representation,-,,Building Characteristics,,,
3180,UK NZ Carbon,Top-down,Regulation,,Data point,Temporal Representativeness ,Measures are in place,Climate Health,Carbon Footprint,Temporal Representativeness ,,Project,Quantitative,Evidence,-,,Carbon footprint,,,
3181,UK NZ Carbon,Top-down,Regulation,,Data point,Name of the source of the Embodied Carbon Factor (ECF),Embodied Carbon Factor (ECF) ID,Climate Health,Carbon Footprint,,,Product,Quantitative,Evidence,-,,Carbon footprint,,,
3182,UK NZ Carbon,Top-down,Regulation,,Data point,Data aspect: Verification,Measures are in place,Climate Health,Carbon Footprint,Data aspect: Verification,,Project,Quantitative,Evidence,-,,Carbon footprint,,,
3183,UK NZ Carbon,Top-down,Regulation,,Data point,"ECF A1-A3 value per FU, in kgCO2eq",Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(A1-A3) Product Stage,,Product,Quantitative,Evidence,-,,Carbon footprint,,,
3184,UK NZ Carbon,Top-down,Regulation,,Data point,Is it located in a conservation area?,Project Site,Asset Integrity,,Is it located in a conservation area?,,Site,Binary,Verification,-,,Building Characteristics,,,
5000,CB23,Bottom-up,Industry Initiative,,Data point,Chemical Composition,Substance of Concern Concentration,Human Health,,,,Product,Quantitative,Evidence,-,,-,,,
5001,CB23,Bottom-up,Industry Initiative,,Data point,Production Date/Period,Product Year of Manufacture ,Asset Integrity,,,,Product,Quantitative,Representation,-,,-,,,
5002,CB23,Bottom-up,Industry Initiative,,Data point,Energy Performance Coefficient,Energy Performance Coefficient,Climate Health,Energy,,,Building,Quantitative,Evidence,-,,-,,,
5003,CB23,Bottom-up,Industry Initiative,,Data point,Amount of Non-Critical Socio-Economically Scarce Raw Materials,Material Mass,Circular Economy,Material Circularity,,,Material,Quantitative,Representation,-,,-,,,
5004,CB23,Bottom-up,Industry Initiative,,Data point,Crossings,-,Asset Integrity,,,,Building,,,-,,-,,,
5005,CB23,Bottom-up,Industry Initiative,,Data point,Depth/Height Relative to NAP,Product Dimensions,Asset Integrity,,,,Product,Quantitative,Representation,-,,-,,,
5006,CB23,Bottom-up,Industry Initiative,,Data point,Description,Product Description,Asset Integrity,,,,Product,Quantitative,Representation,-,,-,,,
5007,CB23,Bottom-up,Industry Initiative,,Data point,Chemical Composition,Product Description,Asset Integrity,,Chemical Composition,,Product,Quantitative,Representation,-,,-,,,
5008,CB23,Bottom-up,Industry Initiative,,Data point,Description,% of PED Improvement,Climate Health,Energy,,,Building,Calculated,Representation,-,,-,,,
5009,CB23,Bottom-up,Industry Initiative,,Data point,Energy Performance Building (EPG) BENG 3,Energy Performance Certificate (EPC),Climate Health,Energy,Energy Performance Building (EPG) BENG 3,,Building,Quantitative,Compliance,-,,-,,,
5010,CB23,Bottom-up,Industry Initiative,,Data point,Description,% of PED Improvement,Climate Health,Energy,,,Building,Calculated,Representation,-,,-,,,
5011,CB23,Bottom-up,Industry Initiative,,Data point,Energy Performance Building (EPG) BENG-1,Energy Performance Certificate (EPC),Climate Health,Energy,Energy Performance Building (EPG) BENG-1,,Building,Quantitative,Compliance,-,,-,,,
5012,CB23,Bottom-up,Industry Initiative,,Data point,Form-Fitting Edge Closure,Product Description,Asset Integrity,,Form-Fitting Edge Closure,,Product,Quantitative,Representation,-,,-,,,
5013,CB23,Bottom-up,Industry Initiative,,Data point,Energy Performance Building (EPG) BENG-2,Energy Performance Certificate (EPC),Climate Health,Energy,Energy Performance Building (EPG) BENG-2,,Building,Quantitative,Compliance,-,,-,,,
5014,CB23,Bottom-up,Industry Initiative,,Data point,Energy Consumption (Usage Phase),Energy Consumption,Climate Health,Energy,,,Product,Quantitative,Evidence,-,,-,,,
5015,CB23,Bottom-up,Industry Initiative,,Data point,Amount of Critical Socio-Economically Scarce Raw Materials,Material Mass,Circular Economy,Material Circularity,,,Material,Quantitative,Representation,-,,-,,,
5016,CB23,Bottom-up,Industry Initiative,,Data point,Amount of Material for Energy Recovery,Material Mass,Circular Economy,Material Circularity,,,Material,Quantitative,Representation,-,,-,,,
5017,CB23,Bottom-up,Industry Initiative,,Data point,Amount of Material to Landfill,% by mass - landfilling,Circular Economy,Material Circularity,To landfills,,Material,Quantitative,Representation,-,,-,,,
5018,CB23,Bottom-up,Industry Initiative,,Data point,Amount of Non-Sustainably Produced Primary Raw Material that is Renewable,Material Mass,Circular Economy,Material Circularity,,,Material,Quantitative,Representation,-,,-,,,
5019,CB23,Bottom-up,Industry Initiative,,Data point,Amount of Physically Scarce Raw Materials,Material Mass,Circular Economy,Material Circularity,,,Material,Quantitative,Representation,-,,-,,,
5020,CB23,Bottom-up,Industry Initiative,,Data point,LEED Score,Certified Score,Ecosystem Health,Lifecycle Enviromental,LEED Score,,Building,Quantitative,Verification,-,,-,,,
5021,CB23,Bottom-up,Industry Initiative,,Data point,Amount of Primary Raw Materials,Material Mass,Circular Economy,Material Circularity,,,Material,Quantitative,Representation,-,,-,,,
5022,CB23,Bottom-up,Industry Initiative,,Data point,Amount of Primary Raw Materials that are Non-Renewable,Material Mass,Circular Economy,Material Circularity,,,Material,Quantitative,Representation,-,,-,,,
5023,CB23,Bottom-up,Industry Initiative,,Data point,Amount of Primary Raw Materials that are Renewable,Material Mass,Circular Economy,Material Circularity,,,Material,Quantitative,Representation,-,,-,,,
5024,CB23,Bottom-up,Industry Initiative,,Data point,Diameter,Product Dimensions,Asset Integrity,,Diameter,,Product,Quantitative,Representation,-,,-,,,
5025,CB23,Bottom-up,Industry Initiative,,Data point,Diameter,Product Dimensions,Asset Integrity,,Diameter,,Product,Quantitative,Representation,-,,-,,,
5026,CB23,Bottom-up,Industry Initiative,,Data point,Weight,Product Mass,Asset Integrity,,,,Product,Quantitative,Representation,-,,-,,,
5027,CB23,Bottom-up,Industry Initiative,,Data point,Environmental Cost Indicator (MKI),Certified Score,Ecosystem Health,Lifecycle Enviromental,Environmental Cost Indicator (MKI),,Building,Quantitative,Verification,-,,-,,,
5028,CB23,Bottom-up,Industry Initiative,,Data point,Volume,Product Volume,Asset Integrity,,,,Product,Quantitative,Representation,-,,-,,,
5029,CB23,Bottom-up,Industry Initiative,,Data point,Volume,Product Volume,Asset Integrity,,,,Product,Quantitative,Representation,-,,-,,,
5030,CB23,Bottom-up,Industry Initiative,,Data point,MKI A1-D (SBK Determination Method),Certified Score,Ecosystem Health,Lifecycle Enviromental,MKI A1-D (SBK Determination Method),,Building,Quantitative,Verification,-,,-,,,
5031,CB23,Bottom-up,Industry Initiative,,Data point,BREEAM Score,Certified Score,Ecosystem Health,Lifecycle Enviromental,BREEAM Score,,Building,Quantitative,Verification,-,,-,,,
5032,CB23,Bottom-up,Industry Initiative,,Data point,MKI Construction/Installation Phase (A5),Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(A5) Construction/ Installation Process,,Element,Quantitative,Evidence,-,,-,,,
